,request_id,request_date,request,desc,address,zip_code,hauler,route,district,lon,lat
6763,123687,2018-12-14,Trash - Curbside/Alley Missed Pickup,"trash/miss thursday curb, needs to be empty.",14550 old hickory blvd,37013,RED RIVER,4403,31,-86.68226286265002,36.03032586032072
6769,123706,2018-12-14,Trash - Curbside/Alley Missed Pickup,missed,14550 old hickory blvd,37013,RED RIVER,4403,31,-86.68226286265002,36.03032586032072
6771,123714,2018-12-14,Trash - Curbside/Alley Missed Pickup,missed.,6823 highland park dr,37205,RED RIVER,1303,23,-86.88940247897563,36.08127225763799
6775,123729,2018-12-14,Trash - Curbside/Alley Missed Pickup,trash- missed the entire street,912 mcclurkan ave,37206,METRO,9503,5,-86.74955258537463,36.19587841597373
6779,123747,2018-12-14,Trash - Curbside/Alley Missed Pickup,missed...caller is elderly and can't keep checking to see if trash has been picked up.,2816 old franklin rd,37013,RED RIVER,4504,32,-86.63040337629866,36.04269526914237
6780,123751,2018-12-14,Trash - Curbside/Alley Missed Pickup,missed priest lake and rural hill rd,2718 priest lake dr,37217,RED RIVER,4503,29,-86.62864446859969,36.07984592100568
6781,123752,2018-12-14,Trash - Curbside/Alley Missed Pickup,we have have missed trash pick ups 4 out of the last 6 weeks. this is incredibly frustrating. i will send an email to marcus jackson as well.,331 seneca dr,37214,RED RIVER,1505,15,-86.66774467386843,36.15729561439225
6782,123753,2018-12-14,Trash - Curbside/Alley Missed Pickup,missed...,516 clearwater dr,37217,RED RIVER,4503,29,-86.62274639897734,36.079997402542624
6784,123757,2018-12-14,Trash - Curbside/Alley Missed Pickup,you picked up the bin right next to mine but left mine full and turned it around. its still on the street waiting.,3714 lausanne dr,37211,RED RIVER,4403,4,-86.72192324817235,36.04096796416351
6793,123858,2018-12-17,Trash - Curbside/Alley Missed Pickup,everyone on the cal de sac miss for trash/last friday. corner home and truck came but did not come into the cal de sac. caller wants carts emptied.,3516 dove creek rd,37013,RED RIVER,3503,33,-86.59873262381237,36.0724654611753
6795,123863,2018-12-17,Trash - Curbside/Alley Missed Pickup,"i called last friday about this missed pick up and was told someone would come out that day, and my trash has still not been picked up. i *really* need a pick up, as my cart is full and i have more trash piling up in my house. please help!",532 e maple st,37115,RED RIVER,3414,9,-86.70142657112844,36.26117125007009
6813,124145,2018-12-18,Trash - Curbside/Alley Missed Pickup,our trash and/or recycling has not been picked up on the scheduled date for several months.,109 cedar ash ct,37013,RED RIVER,4504,32,-86.62671168911062,36.04439685938984
6814,124208,2018-12-18,Trash - Backdoor,missed.,3030 sidco dr,37204,METRO,9404,16,-86.75622653600871,36.10021105038621
6817,124251,2018-12-18,Trash - Backdoor,"backdoor/trash missed, disabled",2705 deerfield dr,37208,METRO,9201,21,-86.8215050446659,36.18350930626036
6822,124417,2018-12-18,Trash - Curbside/Alley Missed Pickup,missed.,1805 24th ave n,37208,METRO,9205,21,-86.81644668119138,36.18120943636634
6829,124453,2018-12-18,Trash - Backdoor,backdoor trash/missed .unit b,3802 harding pl b,37215,RED RIVER,3301,34,-86.8404681579422,36.09319534600138
6833,124459,2018-12-18,Trash - Curbside/Alley Missed Pickup,missed.,1835 hermosa st,37208,METRO,9208,21,-86.80691599472239,36.1636724677743
6835,124477,2018-12-19,Trash - Curbside/Alley Missed Pickup,curbside trash/miss pickup. tuesday. several on street missed need to fix crew and come and get wants a call,506 ewing dr,37207,RED RIVER,3201,2,-86.79158597252088,36.23122178932507
6836,124478,2018-12-19,Trash - Curbside/Alley Missed Pickup,trash/cart missed again tuesday. alley,1619 arthur ave,37208,WASTE IND,3207,21,-86.80172435660378,36.17746660923351
6837,124479,2018-12-19,Trash - Curbside/Alley Missed Pickup,still by curb,205 haynes park dr,37218,RED RIVER,3204,1,-86.83419748747694,36.214044214379946
6839,124542,2018-12-19,Trash - Curbside/Alley Missed Pickup,curb/trash dead end missed tuesday. mrs bess stated the entire street was missed.,3528 pewitt rd,37218,RED RIVER,3203,1,-86.83424733402566,36.2202940315374
6841,124550,2018-12-19,Trash - Curbside/Alley Missed Pickup,missed,2816 old matthews rd,37207,WASTE IND,2206,2,-86.79434383414171,36.2165235505298
6843,124559,2018-12-19,Trash - Curbside/Alley Missed Pickup,it appears that the trash was not picked up today on lock road. i put my trash out yesterday afternoon and it wasn?t picked up nor was anyone else on the street.,1527 lock rd,37207,RED RIVER,3202,2,-86.78695868957239,36.19963200178727
6848,124647,2018-12-19,Trash - Curbside/Alley Missed Pickup,i place my trash can out on monday nights to ensure that i will not miss the tuesday pick up.,2506 buchanan st,37208,METRO,9201,21,-86.8187302673156,36.18052588468597
6851,124673,2018-12-19,Trash - Curbside/Alley Missed Pickup,hers and neighbors missed,708 enloe st,37207,RED RIVER,3202,2,-86.79575269329199,36.20631957190488
6862,124749,2018-12-19,Trash - Curbside/Alley Missed Pickup,missed trash- whole street missed,7277 charlotte pike,37209,RED RIVER,1301,22,-86.91753512180053,36.1192852141675
6863,124759,2018-12-19,Trash - Curbside/Alley Missed Pickup,missed...again,108 lexington ct,37215,RED RIVER,3304,34,-86.83314593187218,36.102029414003546
6864,124762,2018-12-19,Trash - Curbside/Alley Missed Pickup,missed,30 twin oaks dr,37211,RED RIVER,4303,16,-86.71825316881704,36.10377361782571
6866,124765,2018-12-19,Trash - Curbside/Alley Missed Pickup,"if there is a different driver than normal, often our trash is missed.   we are the only house on a route in the truck turns at right onto the next street.   this happens somewhat frequency.  trash is always out on the night before.",3847 cross creek rd,37215,RED RIVER,3304,25,-86.8228685675375,36.10697439787001
6872,124792,2018-12-20,Trash - Curbside/Alley Missed Pickup,this side of street missed,16 belcaro cir,37215,RED RIVER,3303,25,-86.81919440335763,36.09617252013895
6877,124849,2018-12-20,Trash - Backdoor,missed- backdoor for 2nd week in a row,6604 ellwood ct,37205,RED RIVER,1303,23,-86.90017364869969,36.09426438975349
6881,124866,2018-12-20,Trash - Backdoor,backdoor miss,308 terry trce,37205,RED RIVER,1303,23,-86.8880569151361,36.09629042537914
6883,124871,2018-12-20,Trash - Curbside/Alley Missed Pickup,miss,4117 wallace ln,37215,RED RIVER,3304,34,-86.83474775590174,36.10442789470972
6884,124878,2018-12-20,Trash - Curbside/Alley Missed Pickup,missed.,2211 hampton ave,37215,RED RIVER,2305,25,-86.81536623443871,36.11616996365836
6889,124892,2018-12-20,Trash - Curbside/Alley Missed Pickup,missed.,1527 lock rd,37207,RED RIVER,3202,2,-86.78695868957239,36.19963200178727
6900,124994,2018-12-20,Trash - Curbside/Alley Missed Pickup,missed trash pick up- ongoing issues. she has had to call multiple times in the past 12 months she needs the issue corrected.,3710 n natchez ct,37211,RED RIVER,4302,16,-86.73490270823362,36.094571752967816
6901,125004,2018-12-20,Trash - Curbside/Alley Missed Pickup,cust says it was missed,3505 mays st,37211,METRO,9408,16,-86.74680901331406,36.098889027827546
6909,125034,2018-12-20,Trash - Curbside/Alley Missed Pickup,missed pick up,205 haynes park dr,37218,RED RIVER,3204,1,-86.83419748747694,36.214044214379946
6910,125044,2018-12-20,Trash - Curbside/Alley Missed Pickup,miss,3906 estes rd,37215,RED RIVER,3304,34,-86.83692632553446,36.10886765356056
6911,125056,2018-12-20,Trash - Curbside/Alley Missed Pickup,cust says the street was missed,105 shihmen ct,37013,RED RIVER,4405,30,-86.68469827902618,36.05360997331875
6916,125089,2018-12-20,Trash - Curbside/Alley Missed Pickup,missed again,608 cleveland st,37207,METRO,9203,5,-86.76100041285915,36.18580436691421
6921,125108,2018-12-20,Trash - Backdoor,no trash pick up on 12/18/18. i always put my bins out the night before pickup.,1526 14th ave n,37208,WASTE IND,3207,21,-86.80334439568837,36.175053356202426
6934,125223,2018-12-21,Trash - Curbside/Alley Missed Pickup,missed...others in neighborhood missed...,641 old hickory blvd,37027,RED RIVER,3407,4,-86.76374968787358,36.038669344244965
6936,125230,2018-12-21,Trash - Curbside/Alley Missed Pickup,missed,208 flint ridge ct,37189,RED RIVER,3201,3,-86.8132862367841,36.23849980554094
6940,125257,2018-12-21,Trash - Curbside/Alley Missed Pickup,missed,457 humphreys st,37203,WASTE IND,2408,17,-86.76869461014483,36.14197706146682
6954,125333,2018-12-21,Trash - Curbside/Alley Missed Pickup,entire street missed again. weekly issue,12546 old hickory blvd,37013,RED RIVER,4510,33,-86.60453708787944,36.0362571548934
6956,125402,2018-12-24,Trash - Curbside/Alley Missed Pickup,they skipped our whole street. no ones was picked up!,4449 benchmark dr,37013,RED RIVER,3503,33,-86.5866045139837,36.06975406554533
6958,125479,2018-12-25,Trash - Curbside/Alley Missed Pickup,reported on 12/24; garbage truck came but went on the street behind us and still skipped our whole street!,4449 benchmark dr,37013,RED RIVER,3503,33,-86.5866045139837,36.06975406554533
6968,125546,2018-12-26,Trash - Curbside/Alley Missed Pickup,miss,2120 aileen dr,37013,RED RIVER,4502,28,-86.65567625684385,36.08193719152247
6976,125685,2018-12-26,Trash - Backdoor,trash/missed backdoor/pickup. {caller states bigger truck already came}.,2201 hermosa st,37208,METRO,9303,21,-86.81046476744403,36.16318305762639
6981,125747,2018-12-26,Trash - Curbside/Alley Missed Pickup,cust says missed trash/wednesday.,1308 tyne blvd,37215,RED RIVER,3303,34,-86.81057658381502,36.08132691545541
6986,125767,2018-12-26,Trash - Backdoor,missed.,1004 chateau valley ct,37207,RED RIVER,3205,2,-86.81075416656108,36.21358914376448
6991,125816,2018-12-27,Trash - Curbside/Alley Missed Pickup,still out,610 brook hollow rd,37205,RED RIVER,1301,23,-86.88829540587442,36.11083533630888
6992,125819,2018-12-27,Trash - Curbside/Alley Missed Pickup,"165 mccall st, it's a mess. curb/wednesday trash/missed. wednesday.
2 weeks in a row being missed.",165 mccall st,37211,RED RIVER,4304,16,-86.73183457966,36.09867152199308
6993,125823,2018-12-27,Trash - Curbside/Alley Missed Pickup,have not had any curbside trash pickup in last 3 weeks,12610 old hickory blvd,37013,RED RIVER,4510,33,-86.60793044057726,36.03558077270201
6994,125829,2018-12-27,Trash - Curbside/Alley Missed Pickup,missed entire street. trash/wednesday {has to call every week}.,153 mccall st,37211,RED RIVER,4304,16,-86.72992885702062,36.09845231438362
6996,125849,2018-12-27,Trash - Curbside/Alley Missed Pickup,still out,3300 hobbs rd,37215,RED RIVER,3305,34,-86.8295258262327,36.1020899310756
6998,125864,2018-12-27,Trash - Backdoor,"backdoor/trash keeps getting missed, cart stays out, wednesday.",92 oriel ave,37210,RED RIVER,4301,16,-86.73930571085683,36.12211991060996
6999,125882,2018-12-27,Trash - Curbside/Alley Missed Pickup,"curb trash/missed, thursday. all neighbors where already pickup.",1314 barnes rd,37013,RED RIVER,4403,31,-86.70960957792785,36.03313482384336
7002,125899,2018-12-27,Trash - Curbside/Alley Missed Pickup,"trash missed last friday, needs to be emptied this week. curb {also others missed as well on mt. view rd 37013.",5969 mt view rd,37013,RED RIVER,3503,33,-86.61675530399171,36.05875240266853
7003,125912,2018-12-27,Trash - Backdoor,missed backdoor pick up,163 wheeler ave,37211,RED RIVER,4304,16,-86.72436696885248,36.09462451173666
7010,125993,2018-12-27,Trash - Curbside/Alley Missed Pickup,miss,133 jocelyn hills rd,37205,RED RIVER,1304,23,-86.8993268349923,36.09659093425461
7011,125999,2018-12-27,Trash - Curbside/Alley Missed Pickup,cust says others were skipped,718 greymont dr,37217,RED RIVER,1402,16,-86.7135108903442,36.11960654199432
7012,126040,2018-12-27,Trash - Curbside/Alley Missed Pickup,trash/not getting pickup for wednesday's service. curb {needs to be emptied asap}.,567 old hickory blvd,37209,RED RIVER,1301,22,-86.9225277679464,36.10358424216269
7013,126093,2018-12-27,Trash - Curbside/Alley Missed Pickup,miss,3800 abbott martin rd,37215,RED RIVER,2303,25,-86.83801885202003,36.109872960009845
7015,126114,2018-12-27,Trash - Curbside/Alley Missed Pickup,curb trash/miss pickup wednesday.,322 marcia ave,37209,RED RIVER,2301,20,-86.86875668552958,36.14647705269172
7024,126143,2018-12-27,Trash - Backdoor,backdoor miss,308 terry trce,37205,RED RIVER,1303,23,-86.8880569151361,36.09629042537914
7025,126144,2018-12-27,Trash - Curbside/Alley Missed Pickup,miss,532 e maple st,37115,RED RIVER,3414,9,-86.70142657112844,36.26117125007009
7030,126158,2018-12-27,Trash - Curbside/Alley Missed Pickup,this keeps happening.  there are no cars blocking the way. it's on the street. it's not near other bins. there was a recycling bin but now that's gone as in disappeared.,3714 lausanne dr,37211,RED RIVER,4403,4,-86.72192324817235,36.04096796416351
7031,126163,2018-12-27,Trash - Curbside/Alley Missed Pickup,trash can was placed at curb before 6 am thursday.   no pick up at all.    ????    reason?????,108 tusculum rd,37013,RED RIVER,4404,30,-86.68524703918746,36.05285693846782
7032,126222,2018-12-28,Trash - Curbside/Alley Missed Pickup,trash/miss again out night before. curb thursday. corner lot sit's on ocala dr side. wants an eta,166 townes dr,37211,RED RIVER,4404,30,-86.69418404128143,36.05016684793304
7040,126328,2018-12-28,Trash - Curbside/Alley Missed Pickup,missed carts,110 george l davis blvd,37203,METRO,9407,19,-86.78907025776275,36.15668981081328
7045,126425,2018-12-28,Trash - Backdoor,backdoor/trash miss pick up.,1002 40th ave n,37209,WASTE IND,3307,21,-86.83622971815758,36.16185661500419
7046,126458,2018-12-28,Trash - Backdoor,"paid service for backdoor/trash. only took a few bags from inside cart. wants truck to come back. she pay's for the backdoor/trash/service. 
615-202-1632 cell sandra",303 bell rd,37217,RED RIVER,4503,29,-86.63310686350837,36.07925776323802
7047,126459,2018-12-28,Trash - Curbside/Alley Missed Pickup,miss,2804 belmont blvd,37212,METRO,9402,18,-86.79451881953716,36.12164946919103
7053,126481,2018-12-28,Trash - Curbside/Alley Missed Pickup,still out where does cart need to go,606 delaware ave,37115,RED RIVER,3512,9,-86.70266442353082,36.26768352216402
7054,126487,2018-12-28,Trash - Curbside/Alley Missed Pickup,"curb trash miss pickup 2 carts, and also neighbors missed. thursday
they are turning around in his driveway, need to speak with drivers.",5114 greentree dr,37211,RED RIVER,3401,27,-86.73866819917902,36.06184036932338
7058,126501,2018-12-28,Trash - Curbside/Alley Missed Pickup,skipped again,3516 dove creek rd,37013,RED RIVER,3503,33,-86.59873262381237,36.0724654611753
7062,126506,2018-12-28,Trash - Curbside/Alley Missed Pickup,this is the 2nd week in a row. no one on our street has had their trash picked up. i put in a request on monday and then again tuesday but no one came. we need it picked up now!,4449 benchmark dr,37013,RED RIVER,3503,33,-86.5866045139837,36.06975406554533
7063,126508,2018-12-28,Trash - Curbside/Alley Missed Pickup,cust says the entire cul de sac was missed,1108 quaise moor w,37013,RED RIVER,3503,33,-86.5985390011118,36.07160588935128
